street_name,house_number,residential_location,location_factor
Tröndlinring,2,Kerngebietslage,1.147
Tröndlinring,3,Kerngebietslage,1.147
Tröndlinring,7,Kerngebietslage,1.147
Tröndlinring,8,Kerngebietslage,1.147
Tröndlinring,9,Kerngebietslage,1.147
Willy-Brandt-Platz,1,Kerngebietslage,1.147
Willy-Brandt-Platz,1A,Kerngebietslage,1.147
Willy-Brandt-Platz,2A,Kerngebietslage,1.147
Willy-Brandt-Platz,2B,Kerngebietslage,1.147
Willy-Brandt-Platz,2C,Kerngebietslage,1.147
Willy-Brandt-Platz,2D,Kerngebietslage,1.147
Willy-Brandt-Platz,3,Kerngebietslage,1.147
Willy-Brandt-Platz,4,Kerngebietslage,1.147
Willy-Brandt-Platz,5,Kerngebietslage,1.147
Willy-Brandt-Platz,6,Kerngebietslage,1.147
Willy-Brandt-Platz,7,Kerngebietslage,1.147
Willy-Brandt-Platz,8,Kerngebietslage,1.147
Willy-Brandt-Platz,8A,Kerngebietslage,1.147
Willy-Brandt-Platz,8B,Kerngebietslage,1.147
Willy-Brandt-Platz,8C,Kerngebietslage,1.147
Willy-Brandt-Platz,8D,Kerngebietslage,1.147
Willy-Brandt-Platz,10,Innenstadt - einfache Lage,1.1
Georgiring,1,Kerngebietslage,1.147
Georgiring,3,Kerngebietslage,1.147
Georgiring,4,Kerngebietslage,1.147
Georgiring,5,Kerngebietslage,1.147
Georgiring,6,Kerngebietslage,1.147
Georgiring,7,Kerngebietslage,1.147
Georgiring,8,Kerngebietslage,1.147
Georgiring,9,Kerngebietslage,1.147
Georgiring,13,Kerngebietslage,1.147
Roßplatz,1,Kerngebietslage,1.147
Roßplatz,2,Kerngebietslage,1.147
Roßplatz,2A,Kerngebietslage,1.147
Roßplatz,3,Kerngebietslage,1.147
Roßplatz,4,Innenstadt - gute Lage,1.1
Roßplatz,5,Innenstadt - gute Lage,1.1
Roßplatz,6,Innenstadt - gute Lage,1.1
Roßplatz,7,Innenstadt - gute Lage,1.1
Roßplatz,8,Innenstadt - gute Lage,1.1
Roßplatz,8A,Innenstadt - gute Lage,1.1
Roßplatz,9,Innenstadt - gute Lage,1.1
Roßplatz,10,Innenstadt - gute Lage,1.1
Roßplatz,11,Innenstadt - gute Lage,1.1
Roßplatz,12,Innenstadt - gute Lage,1.1
Roßplatz,13,Innenstadt - gute Lage,1.1
Martin-Luther-Ring,2,Kerngebietslage,1.147
Martin-Luther-Ring,3,Kerngebietslage,1.147
Martin-Luther-Ring,4,Innenstadt - gute Lage,1.1
Martin-Luther-Ring,5,Kerngebietslage,1.147
Martin-Luther-Ring,6,Kerngebietslage,1.147
Martin-Luther-Ring,7,Kerngebietslage,1.147
Martin-Luther-Ring,8,Kerngebietslage,1.147
Martin-Luther-Ring,9,Kerngebietslage,1.147
Martin-Luther-Ring,10,Kerngebietslage,1.147
Martin-Luther-Ring,12,Kerngebietslage,1.147
Martin-Luther-Ring,13,Kerngebietslage,1.147
Dittrichring,1,Kerngebietslage,1.147
Dittrichring,2,Kerngebietslage,1.147
Dittrichring,4,Kerngebietslage,1.147
Dittrichring,5,Kerngebietslage,1.147
Dittrichring,6,Kerngebietslage,1.147
Dittrichring,7,Kerngebietslage,1.147
Dittrichring,8,Kerngebietslage,1.147
Dittrichring,9,Kerngebietslage,1.147
Dittrichring,10,Kerngebietslage,1.147
Dittrichring,11,Kerngebietslage,1.147
Dittrichring,12,Kerngebietslage,1.147
Dittrichring,13,Kerngebietslage,1.147
Dittrichring,14,Kerngebietslage,1.147
Dittrichring,15,Kerngebietslage,1.147
Dittrichring,16,Kerngebietslage,1.147
Dittrichring,17,Kerngebietslage,1.147
Dittrichring,18,Kerngebietslage,1.147
Dittrichring,20,Kerngebietslage,1.147
Dittrichring,21,Kerngebietslage,1.147
Dittrichring,22,Kerngebietslage,1.147
Dittrichring,24,Kerngebietslage,1.147
Goerdelerring,5,Kerngebietslage,1.147
Goerdelerring,7,Kerngebietslage,1.147
Goerdelerring,9,Kerngebietslage,1.147
Goerdelerring,20,Kerngebietslage,1.147
Richard-Wagner-Straße,1,Kerngebietslage,1.147
Richard-Wagner-Straße,2,Kerngebietslage,1.147
Richard-Wagner-Straße,3,Kerngebietslage,1.147
Richard-Wagner-Straße,7,Kerngebietslage,1.147
Richard-Wagner-Straße,8,Kerngebietslage,1.147
Richard-Wagner-Straße,9,Kerngebietslage,1.147
Richard-Wagner-Straße,10,Kerngebietslage,1.147
Richard-Wagner-Straße,10A,Innenstadt - einfache Lage,1.1
Richard-Wagner-Straße,11,Kerngebietslage,1.147
Richard-Wagner-Straße,12,Kerngebietslage,1.147
Richard-Wagner-Straße,13A,Kerngebietslage,1.147
Richard-Wagner-Straße,13B,Kerngebietslage,1.147
Richard-Wagner-Straße,14A,Kerngebietslage,1.147
Richard-Wagner-Straße,14B,Kerngebietslage,1.147
Richard-Wagner-Straße,15,Kerngebietslage,1.147
Brühl,1,Kerngebietslage,1.147
Brühl,3A,Kerngebietslage,1.147
Brühl,3B,Kerngebietslage,1.147
Brühl,4,Kerngebietslage,1.147
Brühl,5A,Kerngebietslage,1.147
Brühl,5B,Kerngebietslage,1.147
Brühl,6,Kerngebietslage,1.147
Brühl,7A,Kerngebietslage,1.147
Brühl,7B,Kerngebietslage,1.147
Brühl,8,Kerngebietslage,1.147
Brühl,9A,Kerngebietslage,1.147
Brühl,9B,Kerngebietslage,1.147
Brühl,10,Kerngebietslage,1.147
Brühl,11A,Kerngebietslage,1.147
Brühl,11B,Kerngebietslage,1.147
Brühl,14,Kerngebietslage,1.147
Brühl,16,Kerngebietslage,1.147
Brühl,18,Kerngebietslage,1.147
Brühl,24,Kerngebietslage,1.147
Brühl,26,Kerngebietslage,1.147
Brühl,33,Kerngebietslage,1.147
Brühl,35,Kerngebietslage,1.147
Brühl,48,Kerngebietslage,1.147
Brühl,50,Kerngebietslage,1.147
Brühl,52,Kerngebietslage,1.147
Brühl,54,Kerngebietslage,1.147
Brühl,56,Kerngebietslage,1.147
Brühl,58,Kerngebietslage,1.147
Brühl,60,Kerngebietslage,1.147
Brühl,61,Kerngebietslage,1.147
Brühl,62,Kerngebietslage,1.147
Brühl,63,Kerngebietslage,1.147
Brühl,64,Kerngebietslage,1.147
Brühl,65,Kerngebietslage,1.147
Brühl,66,Kerngebietslage,1.147
Brühl,67,Kerngebietslage,1.147
Brühl,68,Kerngebietslage,1.147
Brühl,69,Kerngebietslage,1.147
Brühl,70,Kerngebietslage,1.147
Brühl,72,Kerngebietslage,1.147
Brühl,74,Kerngebietslage,1.147
Brühl,76,Kerngebietslage,1.147
Matthäikirchhof,1,Kerngebietslage,1.147
Max-Beckmann-Straße,1,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,2,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,3,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,4,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,5,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,6,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,7,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,8,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,9,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,10,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,11,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,13,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,15,Innenstadt - sehr gute Lage,1.136
Max-Beckmann-Straße,18,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,19,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,20,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,20A,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,21,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,22,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,23,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,25,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,27,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,29,Innenstadt - gute Lage,1.1
Max-Beckmann-Straße,31,Innenstadt - gute Lage,1.1
Naundörfchen,2,Innenstadt - gute Lage,1.1
Naundörfchen,4,Innenstadt - gute Lage,1.1
Naundörfchen,6,Innenstadt - gute Lage,1.1
Naundörfchen,24,Innenstadt - gute Lage,1.1
Naundörfchen,28,Innenstadt - gute Lage,1.1
Naundörfchen,30,Innenstadt - gute Lage,1.1
Naundörfchen,30A,Kerngebietslage,1.147
Naundörfchen,32,Kerngebietslage,1.147
Ritterstraße,4,Kerngebietslage,1.147
Ritterstraße,5,Kerngebietslage,1.147
Ritterstraße,6,Kerngebietslage,1.147
Ritterstraße,7,Kerngebietslage,1.147
Ritterstraße,8,Kerngebietslage,1.147
Ritterstraße,9,Kerngebietslage,1.147
Ritterstraße,10,Kerngebietslage,1.147
Ritterstraße,11,Kerngebietslage,1.147
Ritterstraße,12,Kerngebietslage,1.147
Ritterstraße,13,Kerngebietslage,1.147
Ritterstraße,14,Kerngebietslage,1.147
Ritterstraße,15,Kerngebietslage,1.147
Ritterstraße,16,Kerngebietslage,1.147
Ritterstraße,16A,Kerngebietslage,1.147
Ritterstraße,16B,Kerngebietslage,1.147
Ritterstraße,17,Kerngebietslage,1.147
Ritterstraße,19,Kerngebietslage,1.147
Ritterstraße,21,Kerngebietslage,1.147
Ritterstraße,22,Kerngebietslage,1.147
Ritterstraße,23,Kerngebietslage,1.147
Ritterstraße,24,Kerngebietslage,1.147
Ritterstraße,25,Kerngebietslage,1.147
Ritterstraße,26,Kerngebietslage,1.147
Ritterstraße,28,Kerngebietslage,1.147
Ritterstraße,30,Kerngebietslage,1.147
Ritterstraße,36,Kerngebietslage,1.147
Ritterstraße,38,Kerngebietslage,1.147
Ritterstraße,40,Kerngebietslage,1.147
Ritterstraße,42,Kerngebietslage,1.147
Ritterstraße,44,Kerngebietslage,1.147
Ritterstraße,50,Kerngebietslage,1.147
Kleine Fleischergasse,2,Kerngebietslage,1.147
Kleine Fleischergasse,4,Kerngebietslage,1.147
Kleine Fleischergasse,6,Kerngebietslage,1.147
Kleine Fleischergasse,8,Kerngebietslage,1.147
Barfußgäßchen,2,Kerngebietslage,1.147
Barfußgäßchen,3,Kerngebietslage,1.147
Barfußgäßchen,4,Kerngebietslage,1.147
Barfußgäßchen,5,Kerngebietslage,1.147
Barfußgäßchen,6,Kerngebietslage,1.147
Barfußgäßchen,7,Kerngebietslage,1.147
Barfußgäßchen,8,Kerngebietslage,1.147
Barfußgäßchen,9,Kerngebietslage,1.147
Barfußgäßchen,10,Kerngebietslage,1.147
Barfußgäßchen,11,Kerngebietslage,1.147
Barfußgäßchen,12,Kerngebietslage,1.147
Barfußgäßchen,13,Kerngebietslage,1.147
Barfußgäßchen,15,Kerngebietslage,1.147
Markt,1,Kerngebietslage,1.147
Markt,1A,Kerngebietslage,1.147
Markt,4,Kerngebietslage,1.147
Markt,5,Kerngebietslage,1.147
Markt,6,Kerngebietslage,1.147
Markt,7,Kerngebietslage,1.147
Markt,8,Kerngebietslage,1.147
Markt,9,Kerngebietslage,1.147
Markt,10,Kerngebietslage,1.147
Markt,11,Kerngebietslage,1.147
Markt,12,Kerngebietslage,1.147
Markt,16,Kerngebietslage,1.147
Markt,17,Kerngebietslage,1.147
Grimmaische Straße,1,Kerngebietslage,1.147
Grimmaische Straße,2,Kerngebietslage,1.147
Grimmaische Straße,3,Kerngebietslage,1.147
Grimmaische Straße,4,Kerngebietslage,1.147
Grimmaische Straße,5,Kerngebietslage,1.147
Grimmaische Straße,6,Kerngebietslage,1.147
Grimmaische Straße,7,Kerngebietslage,1.147
Grimmaische Straße,8,Kerngebietslage,1.147
Grimmaische Straße,9,Kerngebietslage,1.147
Grimmaische Straße,10,Kerngebietslage,1.147
Grimmaische Straße,11,Kerngebietslage,1.147
Grimmaische Straße,12,Kerngebietslage,1.147
Grimmaische Straße,13,Kerngebietslage,1.147
Grimmaische Straße,14,Kerngebietslage,1.147
Grimmaische Straße,15,Kerngebietslage,1.147
Grimmaische Straße,16,Kerngebietslage,1.147
Grimmaische Straße,17,Kerngebietslage,1.147
Grimmaische Straße,19,Kerngebietslage,1.147
Grimmaische Straße,21,Kerngebietslage,1.147
Grimmaische Straße,23,Kerngebietslage,1.147
Grimmaische Straße,25,Kerngebietslage,1.147
Grimmaische Straße,27,Kerngebietslage,1.147
Thomaskirchhof,7,Kerngebietslage,1.147
Thomaskirchhof,8,Kerngebietslage,1.147
Thomaskirchhof,9,Kerngebietslage,1.147
Thomaskirchhof,9A,Kerngebietslage,1.147
Thomaskirchhof,10,Kerngebietslage,1.147
Thomaskirchhof,11,Kerngebietslage,1.147
Thomaskirchhof,12,Kerngebietslage,1.147
Thomaskirchhof,13,Kerngebietslage,1.147
Thomaskirchhof,14,Kerngebietslage,1.147
Thomaskirchhof,15,Kerngebietslage,1.147
Thomaskirchhof,16,Kerngebietslage,1.147
Thomaskirchhof,17,Kerngebietslage,1.147
Thomaskirchhof,18,Kerngebietslage,1.147
Thomaskirchhof,19,Kerngebietslage,1.147
Thomaskirchhof,20,Kerngebietslage,1.147
Thomaskirchhof,21,Kerngebietslage,1.147
Thomaskirchhof,22,Kerngebietslage,1.147
Salzgäßchen,3,Kerngebietslage,1.147
Salzgäßchen,6,Kerngebietslage,1.147
Schuhmachergäßchen,1,Kerngebietslage,1.147
Schuhmachergäßchen,2,Kerngebietslage,1.147
Schuhmachergäßchen,3,Kerngebietslage,1.147
Nikolaikirchhof,2,Kerngebietslage,1.147
Nikolaikirchhof,3,Kerngebietslage,1.147
Nikolaikirchhof,4,Kerngebietslage,1.147
Nikolaikirchhof,4B,Kerngebietslage,1.147
Nikolaikirchhof,5,Kerngebietslage,1.147
Nikolaikirchhof,6,Kerngebietslage,1.147
Thomasgasse,2,Kerngebietslage,1.147
Thomasgasse,4,Kerngebietslage,1.147
Sporergäßchen,1,Kerngebietslage,1.147
Sporergäßchen,2,Kerngebietslage,1.147
Sporergäßchen,4,Kerngebietslage,1.147
Sporergäßchen,6,Kerngebietslage,1.147
Preußergäßchen,2,Kerngebietslage,1.147
Preußergäßchen,4,Kerngebietslage,1.147
Preußergäßchen,11,Kerngebietslage,1.147
Preußergäßchen,13,Kerngebietslage,1.147
Kupfergasse,1,Kerngebietslage,1.147
Kupfergasse,2,Kerngebietslage,1.147
Ratsfreischulstraße,2,Kerngebietslage,1.147
Ratsfreischulstraße,3,Kerngebietslage,1.147
Ratsfreischulstraße,4,Kerngebietslage,1.147
Ratsfreischulstraße,5,Kerngebietslage,1.147
Ratsfreischulstraße,6,Kerngebietslage,1.147
Ratsfreischulstraße,8,Kerngebietslage,1.147
Ratsfreischulstraße,10,Kerngebietslage,1.147
Schloßgasse,2,Kerngebietslage,1.147
Schloßgasse,4,Kerngebietslage,1.147
Schloßgasse,6,Kerngebietslage,1.147
Schloßgasse,8,Kerngebietslage,1.147
Markgrafenstraße,1,Kerngebietslage,1.147
Markgrafenstraße,2,Kerngebietslage,1.147
Markgrafenstraße,3,Kerngebietslage,1.147
Markgrafenstraße,5,Kerngebietslage,1.147
Markgrafenstraße,7,Kerngebietslage,1.147
Markgrafenstraße,10,Kerngebietslage,1.147
Burgplatz,1,Kerngebietslage,1.147
Burgplatz,2,Kerngebietslage,1.147
Burgplatz,5,Kerngebietslage,1.147
Burgplatz,6,Kerngebietslage,1.147
Burgplatz,7,Kerngebietslage,1.147
Burgplatz,8,Kerngebietslage,1.147
Lotterstraße,1,Kerngebietslage,1.147
Hugo-Licht-Straße,1,Kerngebietslage,1.147
Hugo-Licht-Straße,3,Kerngebietslage,1.147
Peterskirchhof,1,Kerngebietslage,1.147
Peterskirchhof,2,Kerngebietslage,1.147
Peterskirchhof,3,Kerngebietslage,1.147
Peterskirchhof,4,Kerngebietslage,1.147
Magazingasse,1,Kerngebietslage,1.147
Magazingasse,2,Kerngebietslage,1.147
Magazingasse,3,Kerngebietslage,1.147
Magazingasse,4,Kerngebietslage,1.147
Magazingasse,5,Kerngebietslage,1.147
Magazingasse,6,Kerngebietslage,1.147
Magazingasse,7,Kerngebietslage,1.147
Magazingasse,9,Kerngebietslage,1.147
Magazingasse,11,Kerngebietslage,1.147
Schillerstraße,2,Innenstadt - einfache Lage,1.1
Schillerstraße,3,Kerngebietslage,1.147
Schillerstraße,4,Kerngebietslage,1.147
Schillerstraße,5,Kerngebietslage,1.147
Schillerstraße,6,Kerngebietslage,1.147
Schillerstraße,7,Kerngebietslage,1.147
Goethestraße,1,Kerngebietslage,1.147
Goethestraße,2,Kerngebietslage,1.147
Goethestraße,3,Kerngebietslage,1.147
Goethestraße,5,Kerngebietslage,1.147
Goethestraße,6,Kerngebietslage,1.147
Goethestraße,8,Kerngebietslage,1.147
Goethestraße,9,Kerngebietslage,1.147
Goethestraße,11,Kerngebietslage,1.147
Großer Brockhaus,1,Innenstadt - gute Lage,1.1
Großer Brockhaus,2,Innenstadt - gute Lage,1.1
Großer Brockhaus,3,Innenstadt - gute Lage,1.1
Großer Brockhaus,4,Innenstadt - gute Lage,1.1
Großer Brockhaus,5,Innenstadt - gute Lage,1.1
Großer Brockhaus,6,Innenstadt - gute Lage,1.1
Großer Brockhaus,8,Innenstadt - gute Lage,1.1
Großer Brockhaus,10,Innenstadt - gute Lage,1.1
Am Hallischen Tor,1,Kerngebietslage,1.147
Nikolaistraße,1,Kerngebietslage,1.147
Nikolaistraße,2,Kerngebietslage,1.147
Nikolaistraße,3,Kerngebietslage,1.147
Nikolaistraße,5,Kerngebietslage,1.147
Nikolaistraße,7,Kerngebietslage,1.147
Nikolaistraße,9,Kerngebietslage,1.147
Nikolaistraße,10,Kerngebietslage,1.147
Nikolaistraße,12,Kerngebietslage,1.147
Nikolaistraße,14,Kerngebietslage,1.147
Nikolaistraße,16,Kerngebietslage,1.147
Nikolaistraße,18,Kerngebietslage,1.147
Nikolaistraße,20,Kerngebietslage,1.147
Nikolaistraße,22,Kerngebietslage,1.147
Nikolaistraße,23,Kerngebietslage,1.147
Nikolaistraße,25,Kerngebietslage,1.147
Nikolaistraße,27,Kerngebietslage,1.147
Nikolaistraße,28,Kerngebietslage,1.147
Nikolaistraße,29,Kerngebietslage,1.147
Nikolaistraße,30,Kerngebietslage,1.147
Nikolaistraße,31,Kerngebietslage,1.147
Nikolaistraße,32,Kerngebietslage,1.147
Nikolaistraße,33,Kerngebietslage,1.147
Nikolaistraße,34,Kerngebietslage,1.147
Nikolaistraße,35,Kerngebietslage,1.147
Nikolaistraße,36,Kerngebietslage,1.147
Nikolaistraße,37,Kerngebietslage,1.147
Nikolaistraße,38,Kerngebietslage,1.147
Nikolaistraße,39,Kerngebietslage,1.147
Nikolaistraße,40,Kerngebietslage,1.147
Nikolaistraße,42,Kerngebietslage,1.147
Nikolaistraße,43,Kerngebietslage,1.147
Nikolaistraße,45,Kerngebietslage,1.147
Nikolaistraße,47,Kerngebietslage,1.147
Nikolaistraße,49,Kerngebietslage,1.147
Nikolaistraße,51,Kerngebietslage,1.147
Nikolaistraße,53,Kerngebietslage,1.147
Nikolaistraße,55,Kerngebietslage,1.147
Nikolaistraße,57,Kerngebietslage,1.147
Nikolaistraße,59,Kerngebietslage,1.147
Große Fleischergasse,2,Kerngebietslage,1.147
Große Fleischergasse,4,Kerngebietslage,1.147
Große Fleischergasse,8,Kerngebietslage,1.147
Große Fleischergasse,9,Kerngebietslage,1.147
Große Fleischergasse,11,Kerngebietslage,1.147
Große Fleischergasse,12,Kerngebietslage,1.147
Große Fleischergasse,13,Kerngebietslage,1.147
Große Fleischergasse,15,Kerngebietslage,1.147
Große Fleischergasse,17,Kerngebietslage,1.147
Große Fleischergasse,19,Kerngebietslage,1.147
Große Fleischergasse,21,Kerngebietslage,1.147
Hainstraße,1,Kerngebietslage,1.147
Hainstraße,2,Kerngebietslage,1.147
Hainstraße,2A,Kerngebietslage,1.147
Hainstraße,3,Kerngebietslage,1.147
Hainstraße,4,Kerngebietslage,1.147
Hainstraße,5,Kerngebietslage,1.147
Hainstraße,6,Kerngebietslage,1.147
Hainstraße,7,Kerngebietslage,1.147
Hainstraße,8,Kerngebietslage,1.147
Hainstraße,9,Kerngebietslage,1.147
Hainstraße,10,Kerngebietslage,1.147
Hainstraße,10A,Kerngebietslage,1.147
Hainstraße,10B,Kerngebietslage,1.147
Hainstraße,11,Kerngebietslage,1.147
Hainstraße,12,Kerngebietslage,1.147
Hainstraße,13,Kerngebietslage,1.147
Hainstraße,14,Kerngebietslage,1.147
Hainstraße,15,Kerngebietslage,1.147
Hainstraße,16,Kerngebietslage,1.147
Hainstraße,17,Kerngebietslage,1.147
Hainstraße,17A,Kerngebietslage,1.147
Hainstraße,17B,Kerngebietslage,1.147
Hainstraße,18,Kerngebietslage,1.147
Hainstraße,19,Kerngebietslage,1.147
Hainstraße,19A,Kerngebietslage,1.147
Hainstraße,20,Kerngebietslage,1.147
Hainstraße,21,Kerngebietslage,1.147
Hainstraße,22,Kerngebietslage,1.147
Hainstraße,23,Kerngebietslage,1.147
Hainstraße,24,Kerngebietslage,1.147
Hainstraße,26,Kerngebietslage,1.147
Katharinenstraße,1,Kerngebietslage,1.147
Katharinenstraße,2,Kerngebietslage,1.147
Katharinenstraße,3,Kerngebietslage,1.147
Katharinenstraße,3A,Kerngebietslage,1.147
Katharinenstraße,4,Kerngebietslage,1.147
Katharinenstraße,5,Kerngebietslage,1.147
Katharinenstraße,6,Kerngebietslage,1.147
Katharinenstraße,7,Kerngebietslage,1.147
Katharinenstraße,8,Kerngebietslage,1.147
Katharinenstraße,9,Kerngebietslage,1.147
Katharinenstraße,10,Kerngebietslage,1.147
Katharinenstraße,11,Kerngebietslage,1.147
Katharinenstraße,12,Kerngebietslage,1.147
Katharinenstraße,13,Kerngebietslage,1.147
Katharinenstraße,15,Kerngebietslage,1.147
Katharinenstraße,17,Kerngebietslage,1.147
Katharinenstraße,19,Kerngebietslage,1.147
Katharinenstraße,21,Kerngebietslage,1.147
Katharinenstraße,23,Kerngebietslage,1.147
Reichsstraße,1,Kerngebietslage,1.147
Reichsstraße,2,Kerngebietslage,1.147
Reichsstraße,3,Kerngebietslage,1.147
Reichsstraße,4,Kerngebietslage,1.147
Reichsstraße,5,Kerngebietslage,1.147
Reichsstraße,7,Kerngebietslage,1.147
Reichsstraße,9,Kerngebietslage,1.147
Reichsstraße,11,Kerngebietslage,1.147
Reichsstraße,12,Kerngebietslage,1.147
Reichsstraße,13,Kerngebietslage,1.147
Reichsstraße,14,Kerngebietslage,1.147
Reichsstraße,15,Kerngebietslage,1.147
Reichsstraße,16,Kerngebietslage,1.147
Reichsstraße,17,Kerngebietslage,1.147
Reichsstraße,18,Kerngebietslage,1.147
Reichsstraße,19,Kerngebietslage,1.147
Reichsstraße,20,Kerngebietslage,1.147
Burgstraße,1,Kerngebietslage,1.147
Burgstraße,2,Kerngebietslage,1.147
Burgstraße,3,Kerngebietslage,1.147
Burgstraße,4,Kerngebietslage,1.147
Burgstraße,5,Kerngebietslage,1.147
Burgstraße,6,Kerngebietslage,1.147
Burgstraße,7,Kerngebietslage,1.147
Burgstraße,8,Kerngebietslage,1.147
Burgstraße,9,Kerngebietslage,1.147
Burgstraße,10,Kerngebietslage,1.147
Burgstraße,12,Kerngebietslage,1.147
Burgstraße,19,Kerngebietslage,1.147
Burgstraße,21,Kerngebietslage,1.147
Burgstraße,23,Kerngebietslage,1.147
Burgstraße,25,Kerngebietslage,1.147
Burgstraße,27,Kerngebietslage,1.147
Burgstraße,29,Kerngebietslage,1.147
Petersstraße,1,Kerngebietslage,1.147
Petersstraße,12,Kerngebietslage,1.147
Petersstraße,13,Kerngebietslage,1.147
Petersstraße,14,Kerngebietslage,1.147
Petersstraße,15,Kerngebietslage,1.147
Petersstraße,16,Kerngebietslage,1.147
Petersstraße,17,Kerngebietslage,1.147
Petersstraße,18,Kerngebietslage,1.147
Petersstraße,20,Kerngebietslage,1.147
Petersstraße,22,Kerngebietslage,1.147
Petersstraße,26,Kerngebietslage,1.147
Petersstraße,28,Kerngebietslage,1.147
Petersstraße,30,Kerngebietslage,1.147
Petersstraße,31,Kerngebietslage,1.147
Petersstraße,32,Kerngebietslage,1.147
Petersstraße,33,Kerngebietslage,1.147
Petersstraße,34,Kerngebietslage,1.147
Petersstraße,35,Kerngebietslage,1.147
Petersstraße,36,Kerngebietslage,1.147
Petersstraße,39,Kerngebietslage,1.147
Petersstraße,41,Kerngebietslage,1.147
Petersstraße,43,Kerngebietslage,1.147
Petersstraße,44,Kerngebietslage,1.147
Petersstraße,46,Kerngebietslage,1.147
Petersstraße,48,Kerngebietslage,1.147
Petersstraße,50,Kerngebietslage,1.147
Neumarkt,1,Kerngebietslage,1.147
Neumarkt,2,Kerngebietslage,1.147
Neumarkt,9,Kerngebietslage,1.147
Neumarkt,10,Kerngebietslage,1.147
Neumarkt,14,Kerngebietslage,1.147
Neumarkt,16,Kerngebietslage,1.147
Neumarkt,18,Kerngebietslage,1.147
Neumarkt,20,Kerngebietslage,1.147
Neumarkt,24,Kerngebietslage,1.147
Neumarkt,26,Kerngebietslage,1.147
Neumarkt,27,Kerngebietslage,1.147
Neumarkt,28,Kerngebietslage,1.147
Neumarkt,29,Kerngebietslage,1.147
Neumarkt,30,Kerngebietslage,1.147
Neumarkt,31,Kerngebietslage,1.147
Neumarkt,33,Kerngebietslage,1.147
Universitätsstraße,1,Kerngebietslage,1.147
Universitätsstraße,2,Kerngebietslage,1.147
Universitätsstraße,3,Kerngebietslage,1.147
Universitätsstraße,5,Kerngebietslage,1.147
Universitätsstraße,12,Kerngebietslage,1.147
Universitätsstraße,14,Kerngebietslage,1.147
Universitätsstraße,16,Kerngebietslage,1.147
Universitätsstraße,18,Kerngebietslage,1.147
Universitätsstraße,20,Kerngebietslage,1.147
Augustusplatz,1,Kerngebietslage,1.147
Augustusplatz,2,Kerngebietslage,1.147
Augustusplatz,3,Kerngebietslage,1.147
Augustusplatz,5,Kerngebietslage,1.147
Augustusplatz,6,Kerngebietslage,1.147
Augustusplatz,7,Kerngebietslage,1.147
Augustusplatz,8,Kerngebietslage,1.147
Augustusplatz,9,Kerngebietslage,1.147
Augustusplatz,9A,Kerngebietslage,1.147
Augustusplatz,10,Kerngebietslage,1.147
Augustusplatz,11,Kerngebietslage,1.147
Augustusplatz,12,Kerngebietslage,1.147
Augustusplatz,14,Kerngebietslage,1.147
Augustusplatz,15,Kerngebietslage,1.147
Augustusplatz,16,Kerngebietslage,1.147
Naschmarkt,1,Kerngebietslage,1.147
Naschmarkt,2,Kerngebietslage,1.147
Naschmarkt,3,Kerngebietslage,1.147
Klostergasse,3,Kerngebietslage,1.147
Klostergasse,5,Kerngebietslage,1.147
Klostergasse,7,Kerngebietslage,1.147
Klostergasse,9,Kerngebietslage,1.147
Klostergasse,12,Kerngebietslage,1.147
Klostergasse,14,Kerngebietslage,1.147
Klostergasse,16,Kerngebietslage,1.147
Klostergasse,18,Kerngebietslage,1.147
Richard-Wagner-Platz,1,Kerngebietslage,1.147
Böttchergäßchen,1,Kerngebietslage,1.147
Böttchergäßchen,3,Kerngebietslage,1.147
Ranstädter Steinweg,1,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,3,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,4,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,5,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,6,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,6A,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,7,Innenstadt - gute Lage,1.1
Ranstädter Steinweg,8,Innenstadt - gute Lage,1.1
