street_name,house_number,residential_location,location_factor
Hohenossiger Weg,12,mittlere Lage,1.0
Hohenossiger Weg,14,mittlere Lage,1.0
Cletzener Weg,1,mittlere Lage,1.0
Cletzener Weg,2,mittlere Lage,1.0
Cletzener Weg,3,mittlere Lage,1.0
Cletzener Weg,4,mittlere Lage,1.0
Cletzener Weg,5,mittlere Lage,1.0
Cletzener Weg,6,mittlere Lage,1.0
Cletzener Weg,7,mittlere Lage,1.0
Cletzener Weg,8,mittlere Lage,1.0
Cletzener Weg,9,mittlere Lage,1.0
Cletzener Weg,10,mittlere Lage,1.0
Cletzener Weg,11,mittlere Lage,1.0
Cletzener Weg,12,mittlere Lage,1.0
Hohenrodaer Weg,1,gute Lage,1.051
Hohenrodaer Weg,2,gute Lage,1.051
Hohenrodaer Weg,3,gute Lage,1.051
Hohenrodaer Weg,4,gute Lage,1.051
Hohenrodaer Weg,5,gute Lage,1.051
Hohenrodaer Weg,6,gute Lage,1.051
Hohenrodaer Weg,7,gute Lage,1.051
Hohenrodaer Weg,8,gute Lage,1.051
Hohenrodaer Weg,9,gute Lage,1.051
Hohenrodaer Weg,10,gute Lage,1.051
Hohenrodaer Weg,11,gute Lage,1.051
Hohenrodaer Weg,13,gute Lage,1.051
Hohenrodaer Weg,15,gute Lage,1.051
Hohenrodaer Weg,17,gute Lage,1.051
Hohenrodaer Weg,19,gute Lage,1.051
Crensitzer Weg,1,gute Lage,1.051
Crensitzer Weg,2,gute Lage,1.051
Crensitzer Weg,3,gute Lage,1.051
Crensitzer Weg,4,gute Lage,1.051
Crensitzer Weg,5,gute Lage,1.051
Crensitzer Weg,6,gute Lage,1.051
Crensitzer Weg,7,gute Lage,1.051
Crensitzer Weg,8,gute Lage,1.051
Crensitzer Weg,9,gute Lage,1.051
Crensitzer Weg,10,gute Lage,1.051
Crensitzer Weg,11,gute Lage,1.051
Crensitzer Weg,12,gute Lage,1.051
Crensitzer Weg,13,gute Lage,1.051
Crensitzer Weg,14,gute Lage,1.051
Güntheritzer Weg,1,gute Lage,1.051
Güntheritzer Weg,2,gute Lage,1.051
Güntheritzer Weg,3,gute Lage,1.051
Güntheritzer Weg,4,gute Lage,1.051
Güntheritzer Weg,5,gute Lage,1.051
Güntheritzer Weg,6,gute Lage,1.051
Güntheritzer Weg,7,gute Lage,1.051
Güntheritzer Weg,8,gute Lage,1.051
Güntheritzer Weg,9,gute Lage,1.051
Güntheritzer Weg,10,gute Lage,1.051
Güntheritzer Weg,11,gute Lage,1.051
Güntheritzer Weg,12,gute Lage,1.051
Pröttitzer Weg,1,gute Lage,1.051
Pröttitzer Weg,2,gute Lage,1.051
Pröttitzer Weg,3,gute Lage,1.051
Pröttitzer Weg,4,gute Lage,1.051
Pröttitzer Weg,5,gute Lage,1.051
Pröttitzer Weg,6,gute Lage,1.051
Pröttitzer Weg,7,gute Lage,1.051
Pröttitzer Weg,8,gute Lage,1.051
Pröttitzer Weg,9,gute Lage,1.051
Pröttitzer Weg,10,gute Lage,1.051
Pröttitzer Weg,11,gute Lage,1.051
Pröttitzer Weg,12,gute Lage,1.051
Wolteritzer Weg,1,mittlere Lage,1.0
Wolteritzer Weg,2,mittlere Lage,1.0
Wolteritzer Weg,3,mittlere Lage,1.0
Wolteritzer Weg,4,mittlere Lage,1.0
Wolteritzer Weg,5,mittlere Lage,1.0
Wolteritzer Weg,6,mittlere Lage,1.0
Wolteritzer Weg,7,mittlere Lage,1.0
Wolteritzer Weg,8,mittlere Lage,1.0
Wolteritzer Weg,9,mittlere Lage,1.0
Wolteritzer Weg,10,mittlere Lage,1.0
Wolteritzer Weg,11,mittlere Lage,1.0
Wolteritzer Weg,12,mittlere Lage,1.0
Wolteritzer Weg,13,mittlere Lage,1.0
Wolteritzer Weg,14,mittlere Lage,1.0
Wolteritzer Weg,15,mittlere Lage,1.0
Wolteritzer Weg,16,mittlere Lage,1.0
Wolteritzer Weg,17,mittlere Lage,1.0
Wolteritzer Weg,18,mittlere Lage,1.0
Wolteritzer Weg,19,mittlere Lage,1.0
Wolteritzer Weg,20,mittlere Lage,1.0
Wolteritzer Weg,21,mittlere Lage,1.0
Wolteritzer Weg,22,mittlere Lage,1.0
Wolteritzer Weg,23,mittlere Lage,1.0
Wolteritzer Weg,24,mittlere Lage,1.0
Wolteritzer Weg,25,mittlere Lage,1.0
Wolteritzer Weg,26,mittlere Lage,1.0
Wolteritzer Weg,27,mittlere Lage,1.0
Wolteritzer Weg,28,mittlere Lage,1.0
Wolteritzer Weg,29,mittlere Lage,1.0
Wolteritzer Weg,30,mittlere Lage,1.0
Wolteritzer Weg,31,mittlere Lage,1.0
Wolteritzer Weg,32,mittlere Lage,1.0
Wolteritzer Weg,33,mittlere Lage,1.0
Wolteritzer Weg,33A,mittlere Lage,1.0
Wolteritzer Weg,34,mittlere Lage,1.0
Wolteritzer Weg,35,mittlere Lage,1.0
Wolteritzer Weg,36,mittlere Lage,1.0
Wolteritzer Weg,37,mittlere Lage,1.0
Wolteritzer Weg,38,mittlere Lage,1.0
Wolteritzer Weg,39,mittlere Lage,1.0
Wolteritzer Weg,40,mittlere Lage,1.0
Wolteritzer Weg,41,mittlere Lage,1.0
Wolteritzer Weg,42,mittlere Lage,1.0
Wolteritzer Weg,43,mittlere Lage,1.0
Wolteritzer Weg,44,mittlere Lage,1.0
Wolteritzer Weg,45,mittlere Lage,1.0
Wolteritzer Weg,46,mittlere Lage,1.0
Wolteritzer Weg,48,mittlere Lage,1.0
Wolteritzer Weg,50,mittlere Lage,1.0
Wolteritzer Weg,52,mittlere Lage,1.0
Wolteritzer Weg,54,mittlere Lage,1.0
Wolteritzer Weg,56,mittlere Lage,1.0
Wolteritzer Weg,58,mittlere Lage,1.0
Wolteritzer Weg,60,mittlere Lage,1.0
Gottlaßstraße,1,mittlere Lage,1.0
Gottlaßstraße,2,mittlere Lage,1.0
Gottlaßstraße,3,mittlere Lage,1.0
Gottlaßstraße,4,mittlere Lage,1.0
Gottlaßstraße,5,mittlere Lage,1.0
Gottlaßstraße,6,mittlere Lage,1.0
Gottlaßstraße,7,mittlere Lage,1.0
Gottlaßstraße,8,mittlere Lage,1.0
Gottlaßstraße,9,mittlere Lage,1.0
Gottlaßstraße,10,mittlere Lage,1.0
Gottlaßstraße,11,mittlere Lage,1.0
Gottlaßstraße,12,mittlere Lage,1.0
Gottlaßstraße,13,mittlere Lage,1.0
Gottlaßstraße,14,mittlere Lage,1.0
Gottlaßstraße,15,mittlere Lage,1.0
Gottlaßstraße,16,mittlere Lage,1.0
Gottlaßstraße,17,mittlere Lage,1.0
Gottlaßstraße,18,mittlere Lage,1.0
Gottlaßstraße,19,mittlere Lage,1.0
Gottlaßstraße,20,mittlere Lage,1.0
Gottlaßstraße,21,mittlere Lage,1.0
Gottlaßstraße,22,mittlere Lage,1.0
Gottlaßstraße,23,mittlere Lage,1.0
Gottlaßstraße,25,mittlere Lage,1.0
Gottlaßstraße,27,mittlere Lage,1.0
Gottlaßstraße,29,mittlere Lage,1.0
Gottlaßstraße,31,mittlere Lage,1.0
Gottlaßstraße,33,mittlere Lage,1.0
Gottlaßstraße,35,mittlere Lage,1.0
Gottlaßstraße,37,mittlere Lage,1.0
Bremer Straße,1,mittlere Lage,1.0
Bremer Straße,3,mittlere Lage,1.0
Bremer Straße,5,mittlere Lage,1.0
Bremer Straße,6,mittlere Lage,1.0
Bremer Straße,6A,mittlere Lage,1.0
Bremer Straße,6B,mittlere Lage,1.0
Bremer Straße,7,mittlere Lage,1.0
Bremer Straße,8,mittlere Lage,1.0
Bremer Straße,8A,mittlere Lage,1.0
Bremer Straße,8B,mittlere Lage,1.0
Bremer Straße,17,mittlere Lage,1.0
Dantestraße,2,mittlere Lage,1.0
Dantestraße,4,mittlere Lage,1.0
Dantestraße,6,mittlere Lage,1.0
Dantestraße,8,mittlere Lage,1.0
Dantestraße,10,mittlere Lage,1.0
Dantestraße,12,mittlere Lage,1.0
Dantestraße,14,mittlere Lage,1.0
Dantestraße,16,mittlere Lage,1.0
Dantestraße,17,gute Lage,1.051
Dantestraße,18,mittlere Lage,1.0
Dantestraße,19,mittlere Lage,1.0
Dantestraße,20,mittlere Lage,1.0
Dantestraße,21,mittlere Lage,1.0
Dantestraße,22,mittlere Lage,1.0
Dantestraße,23,mittlere Lage,1.0
Dantestraße,24,mittlere Lage,1.0
Dantestraße,25,mittlere Lage,1.0
Dantestraße,26,mittlere Lage,1.0
Reinmuthweg,2,gute Lage,1.051
Reinmuthweg,4,gute Lage,1.051
Reinmuthweg,6,gute Lage,1.051
Reinmuthweg,8,gute Lage,1.051
Reinmuthweg,10,gute Lage,1.051
Reinmuthweg,12,gute Lage,1.051
Reinmuthweg,14,gute Lage,1.051
Reinmuthweg,16,gute Lage,1.051
Reinmuthweg,18,gute Lage,1.051
Reinmuthweg,20,gute Lage,1.051
Reinmuthweg,22,gute Lage,1.051
Reinmuthweg,24,gute Lage,1.051
Reinmuthweg,26,gute Lage,1.051
Reinmuthweg,28,gute Lage,1.051
Reinmuthweg,30,gute Lage,1.051
Freirodaer Straße,4,mittlere Lage,1.0
Freirodaer Straße,6,mittlere Lage,1.0
Freirodaer Straße,7,mittlere Lage,1.0
Freirodaer Straße,8,mittlere Lage,1.0
Freirodaer Straße,9,mittlere Lage,1.0
Freirodaer Straße,10,mittlere Lage,1.0
Freirodaer Straße,11,mittlere Lage,1.0
Freirodaer Straße,12,mittlere Lage,1.0
Freirodaer Straße,13,mittlere Lage,1.0
Freirodaer Straße,14,mittlere Lage,1.0
Freirodaer Straße,15,mittlere Lage,1.0
Tresckowstraße,4,gute Lage,1.051
Tresckowstraße,6,gute Lage,1.051
Tresckowstraße,10,mittlere Lage,1.0
Tresckowstraße,12,mittlere Lage,1.0
Tresckowstraße,14,mittlere Lage,1.0
Tresckowstraße,16,mittlere Lage,1.0
Fritz-Simonis-Straße,1,mittlere Lage,1.0
Fritz-Simonis-Straße,3,mittlere Lage,1.0
Fritz-Simonis-Straße,5,mittlere Lage,1.0
Fritz-Simonis-Straße,7,mittlere Lage,1.0
Fritz-Simonis-Straße,9,mittlere Lage,1.0
Fritz-Simonis-Straße,11,mittlere Lage,1.0
Fritz-Simonis-Straße,13,mittlere Lage,1.0
Fritz-Simonis-Straße,15,mittlere Lage,1.0
Fritz-Simonis-Straße,17,mittlere Lage,1.0
Fritz-Simonis-Straße,19,mittlere Lage,1.0
Fritz-Simonis-Straße,21,mittlere Lage,1.0
Fritz-Simonis-Straße,23,mittlere Lage,1.0
Fritz-Simonis-Straße,25,mittlere Lage,1.0
Fritz-Simonis-Straße,27,mittlere Lage,1.0
Fritz-Simonis-Straße,29,mittlere Lage,1.0
Fritz-Simonis-Straße,31,mittlere Lage,1.0
Fritz-Simonis-Straße,33,mittlere Lage,1.0
Fritz-Simonis-Straße,35,mittlere Lage,1.0
Fritz-Simonis-Straße,37,mittlere Lage,1.0
Fritz-Simonis-Straße,39,mittlere Lage,1.0
Fritz-Simonis-Straße,41,mittlere Lage,1.0
Fritz-Simonis-Straße,43,mittlere Lage,1.0
Fritz-Simonis-Straße,45,mittlere Lage,1.0
Gräfestraße,1,gute Lage,1.051
Gräfestraße,2,gute Lage,1.051
Gräfestraße,3,gute Lage,1.051
Gräfestraße,4,gute Lage,1.051
Gräfestraße,5,gute Lage,1.051
Gräfestraße,6,gute Lage,1.051
Gräfestraße,7,gute Lage,1.051
Gräfestraße,7A,gute Lage,1.051
Gräfestraße,8,gute Lage,1.051
Gräfestraße,9,gute Lage,1.051
Gräfestraße,9A,gute Lage,1.051
Gräfestraße,10,gute Lage,1.051
Gräfestraße,11,gute Lage,1.051
Gräfestraße,11A,gute Lage,1.051
Gräfestraße,12,gute Lage,1.051
Gräfestraße,13,gute Lage,1.051
Gräfestraße,13A,gute Lage,1.051
Gräfestraße,13B,gute Lage,1.051
Gräfestraße,13C,gute Lage,1.051
Gräfestraße,13D,gute Lage,1.051
Gräfestraße,13E,gute Lage,1.051
Gräfestraße,13F,gute Lage,1.051
Gräfestraße,15,gute Lage,1.051
Gräfestraße,15A,gute Lage,1.051
Gräfestraße,17,gute Lage,1.051
Gräfestraße,18,gute Lage,1.051
Gräfestraße,19,gute Lage,1.051
Gräfestraße,20,gute Lage,1.051
Gräfestraße,21,gute Lage,1.051
Gräfestraße,22,gute Lage,1.051
Gräfestraße,23,gute Lage,1.051
Gräfestraße,24,gute Lage,1.051
Gräfestraße,24A,gute Lage,1.051
Gräfestraße,24B,gute Lage,1.051
Gräfestraße,24C,mittlere Lage,1.0
Gräfestraße,24D,mittlere Lage,1.0
Gräfestraße,24E,mittlere Lage,1.0
Gräfestraße,24F,mittlere Lage,1.0
Gräfestraße,24G,mittlere Lage,1.0
Gräfestraße,24H,mittlere Lage,1.0
Gräfestraße,25,gute Lage,1.051
Gräfestraße,27,gute Lage,1.051
Gräfestraße,28,mittlere Lage,1.0
Gräfestraße,29,gute Lage,1.051
Gräfestraße,29A,gute Lage,1.051
Gräfestraße,30,mittlere Lage,1.0
Gräfestraße,31,gute Lage,1.051
Gräfestraße,32,mittlere Lage,1.0
Gräfestraße,32A,gute Lage,1.051
Gräfestraße,33,gute Lage,1.051
Gräfestraße,34,gute Lage,1.051
Gräfestraße,34A,gute Lage,1.051
Gräfestraße,35,gute Lage,1.051
Gräfestraße,36,gute Lage,1.051
Gräfestraße,37,gute Lage,1.051
Gräfestraße,38,gute Lage,1.051
Gräfestraße,38A,gute Lage,1.051
Gräfestraße,39,gute Lage,1.051
Gräfestraße,40,gute Lage,1.051
Gräfestraße,41,gute Lage,1.051
Gräfestraße,42,gute Lage,1.051
Gräfestraße,43,gute Lage,1.051
Gräfestraße,44,gute Lage,1.051
Gräfestraße,45,gute Lage,1.051
Gräfestraße,46,gute Lage,1.051
Gräfestraße,48,gute Lage,1.051
Gräfestraße,49,gute Lage,1.051
Gräfestraße,50,gute Lage,1.051
Gräfestraße,52,gute Lage,1.051
Matthissonstraße,1,gute Lage,1.051
Matthissonstraße,2,gute Lage,1.051
Matthissonstraße,3,gute Lage,1.051
Matthissonstraße,4,gute Lage,1.051
Matthissonstraße,5,gute Lage,1.051
Matthissonstraße,6,gute Lage,1.051
Matthissonstraße,7,gute Lage,1.051
Matthissonstraße,9,gute Lage,1.051
Reginenstraße,2,gute Lage,1.051
Reginenstraße,3,gute Lage,1.051
Reginenstraße,4,gute Lage,1.051
Reginenstraße,5,gute Lage,1.051
Reginenstraße,6,gute Lage,1.051
Reginenstraße,7,gute Lage,1.051
Reginenstraße,8,gute Lage,1.051
Reginenstraße,9,gute Lage,1.051
Reginenstraße,10,gute Lage,1.051
Reginenstraße,11,gute Lage,1.051
Reginenstraße,12,gute Lage,1.051
Reginenstraße,13,gute Lage,1.051
Reginenstraße,14,gute Lage,1.051
Reginenstraße,15,gute Lage,1.051
Reginenstraße,16,gute Lage,1.051
Reginenstraße,17,gute Lage,1.051
Reginenstraße,18,gute Lage,1.051
Reginenstraße,19,gute Lage,1.051
Reginenstraße,20,gute Lage,1.051
Reginenstraße,21,gute Lage,1.051
Reginenstraße,22,gute Lage,1.051
Reginenstraße,23,gute Lage,1.051
Reginenstraße,24,gute Lage,1.051
Winkelstraße,1,gute Lage,1.051
Winkelstraße,4,gute Lage,1.051
Winkelstraße,6,gute Lage,1.051
Zschölkauer Weg,1,gute Lage,1.051
Zschölkauer Weg,2,gute Lage,1.051
Flößenstraße,1,einfache Lage,0.976
Flößenstraße,2,einfache Lage,0.976
Flößenstraße,3,einfache Lage,0.976
Flößenstraße,4,einfache Lage,0.976
Flößenstraße,5,einfache Lage,0.976
Flößenstraße,7,einfache Lage,0.976
Flößenstraße,9,einfache Lage,0.976
Lippendorfer Straße,2,mittlere Lage,1.0
Lippendorfer Straße,2A,mittlere Lage,1.0
Lippendorfer Straße,4,mittlere Lage,1.0
Lippendorfer Straße,6,mittlere Lage,1.0
Lippendorfer Straße,8,mittlere Lage,1.0
Lippendorfer Straße,10,mittlere Lage,1.0
Lippendorfer Straße,12,mittlere Lage,1.0
Lippendorfer Straße,12A,mittlere Lage,1.0
Lippendorfer Straße,14,mittlere Lage,1.0
Lippendorfer Straße,16,mittlere Lage,1.0
Lippendorfer Straße,18,mittlere Lage,1.0
Kurt-Tucholsky-Straße,2,mittlere Lage,1.0
Kurt-Tucholsky-Straße,4,mittlere Lage,1.0
Kurt-Tucholsky-Straße,6,mittlere Lage,1.0
Kurt-Tucholsky-Straße,8,mittlere Lage,1.0
Kurt-Tucholsky-Straße,10,mittlere Lage,1.0
Kurt-Tucholsky-Straße,12,mittlere Lage,1.0
Willi-Bredel-Straße,1,mittlere Lage,1.0
Willi-Bredel-Straße,3,mittlere Lage,1.0
Willi-Bredel-Straße,5,mittlere Lage,1.0
Willi-Bredel-Straße,7,mittlere Lage,1.0
Willi-Bredel-Straße,9,mittlere Lage,1.0
Willi-Bredel-Straße,10,mittlere Lage,1.0
Willi-Bredel-Straße,11,mittlere Lage,1.0
Willi-Bredel-Straße,12,mittlere Lage,1.0
Willi-Bredel-Straße,14,mittlere Lage,1.0
Willi-Bredel-Straße,15,mittlere Lage,1.0
Willi-Bredel-Straße,16,mittlere Lage,1.0
Willi-Bredel-Straße,18,mittlere Lage,1.0
Iltispfad,1,einfache Lage,0.976
Iltispfad,2,einfache Lage,0.976
Iltispfad,3,einfache Lage,0.976
Iltispfad,4,einfache Lage,0.976
Iltispfad,5,einfache Lage,0.976
Iltispfad,6,einfache Lage,0.976
Iltispfad,6A,einfache Lage,0.976
Iltispfad,7,mittlere Lage,1.0
Iltispfad,8,einfache Lage,0.976
Iltispfad,9,mittlere Lage,1.0
Iltispfad,10,einfache Lage,0.976
Iltispfad,11,mittlere Lage,1.0
Iltispfad,12,einfache Lage,0.976
Iltispfad,13,mittlere Lage,1.0
Iltispfad,14,einfache Lage,0.976
Iltispfad,15,mittlere Lage,1.0
Iltispfad,16,einfache Lage,0.976
Iltispfad,16A,einfache Lage,0.976
Iltispfad,17,mittlere Lage,1.0
Iltispfad,18,einfache Lage,0.976
Iltispfad,19,mittlere Lage,1.0
Iltispfad,20,einfache Lage,0.976
Iltispfad,21,mittlere Lage,1.0
Iltispfad,22,einfache Lage,0.976
Iltispfad,23,mittlere Lage,1.0
Iltispfad,24,einfache Lage,0.976
Iltispfad,25,mittlere Lage,1.0
Iltispfad,26,einfache Lage,0.976
Iltispfad,27,mittlere Lage,1.0
Iltispfad,28,einfache Lage,0.976
Iltispfad,29,mittlere Lage,1.0
Iltispfad,30,einfache Lage,0.976
Iltispfad,34,einfache Lage,0.976
Iltispfad,36,einfache Lage,0.976
Iltispfad,38,einfache Lage,0.976
Bernhard-Kellermann-Straße,1,einfache Lage,0.976
Bernhard-Kellermann-Straße,3,einfache Lage,0.976
Bernhard-Kellermann-Straße,4,mittlere Lage,1.0
Bernhard-Kellermann-Straße,10,mittlere Lage,1.0
Bernhard-Kellermann-Straße,12,mittlere Lage,1.0
Bernhard-Kellermann-Straße,14,mittlere Lage,1.0
Bernhard-Kellermann-Straße,16,mittlere Lage,1.0
Bernhard-Kellermann-Straße,18,mittlere Lage,1.0
Bernhard-Kellermann-Straße,20,mittlere Lage,1.0
Bernhard-Kellermann-Straße,22,mittlere Lage,1.0
Bernhard-Kellermann-Straße,24,mittlere Lage,1.0
Hans-Marchwitza-Straße,2,mittlere Lage,1.0
Hans-Marchwitza-Straße,4,mittlere Lage,1.0
Hans-Marchwitza-Straße,6,mittlere Lage,1.0
Hans-Marchwitza-Straße,8,mittlere Lage,1.0
Hans-Marchwitza-Straße,12,mittlere Lage,1.0
Hans-Marchwitza-Straße,14,mittlere Lage,1.0
Hans-Marchwitza-Straße,16,mittlere Lage,1.0
Hans-Marchwitza-Straße,18,mittlere Lage,1.0
Hans-Marchwitza-Straße,20,mittlere Lage,1.0
Hans-Marchwitza-Straße,22,mittlere Lage,1.0
Hans-Marchwitza-Straße,24,mittlere Lage,1.0
Hans-Marchwitza-Straße,26,mittlere Lage,1.0
Hans-Marchwitza-Straße,28,mittlere Lage,1.0
Hans-Otto-Straße,1,mittlere Lage,1.0
Hans-Otto-Straße,1A,mittlere Lage,1.0
Hans-Otto-Straße,2,mittlere Lage,1.0
Hans-Otto-Straße,2A,gute Lage,1.051
Hans-Otto-Straße,2B,gute Lage,1.051
Hans-Otto-Straße,3,mittlere Lage,1.0
Hans-Otto-Straße,4,mittlere Lage,1.0
Hans-Otto-Straße,5,mittlere Lage,1.0
Hans-Otto-Straße,6,mittlere Lage,1.0
Johannes-R.-Becher-Straße,2,mittlere Lage,1.0
Johannes-R.-Becher-Straße,3,mittlere Lage,1.0
Johannes-R.-Becher-Straße,4,mittlere Lage,1.0
Johannes-R.-Becher-Straße,5,mittlere Lage,1.0
Johannes-R.-Becher-Straße,6,mittlere Lage,1.0
Johannes-R.-Becher-Straße,7,mittlere Lage,1.0
Johannes-R.-Becher-Straße,8,mittlere Lage,1.0
Johannes-R.-Becher-Straße,9,mittlere Lage,1.0
Johannes-R.-Becher-Straße,10,mittlere Lage,1.0
Johannes-R.-Becher-Straße,11,mittlere Lage,1.0
Johannes-R.-Becher-Straße,12,mittlere Lage,1.0
Johannes-R.-Becher-Straße,13,mittlere Lage,1.0
Johannes-R.-Becher-Straße,14,mittlere Lage,1.0
Johannes-R.-Becher-Straße,16,mittlere Lage,1.0
Johannes-R.-Becher-Straße,18,mittlere Lage,1.0
Johannes-R.-Becher-Straße,20,mittlere Lage,1.0
Johannes-R.-Becher-Straße,22,mittlere Lage,1.0
Elsterblick,1,gute Lage,1.051
Elsterblick,2,gute Lage,1.051
Elsterblick,3,gute Lage,1.051
Elsterblick,4,gute Lage,1.051
Elsterblick,5,gute Lage,1.051
Elsterblick,6,gute Lage,1.051
Elsterblick,7,gute Lage,1.051
Elsterblick,8,gute Lage,1.051
Elsterblick,9,gute Lage,1.051
Elsterblick,10,gute Lage,1.051
Elsterblick,11,gute Lage,1.051
Elsterblick,12,gute Lage,1.051
Elsterblick,13,gute Lage,1.051
Elsterblick,14,gute Lage,1.051
Elsterblick,15,gute Lage,1.051
Elsterblick,16,gute Lage,1.051
Elsterblick,17,gute Lage,1.051
Elsterblick,18,gute Lage,1.051
Elsterblick,19,gute Lage,1.051
Elsterblick,20,gute Lage,1.051
Elsterblick,21,gute Lage,1.051
Elsterblick,22,gute Lage,1.051
Elsterblick,23,gute Lage,1.051
Elsterblick,24,gute Lage,1.051
Elsterblick,25,gute Lage,1.051
Elsterblick,27,gute Lage,1.051
Elsterblick,29,gute Lage,1.051
Elsterblick,31,gute Lage,1.051
Elsterblick,33,gute Lage,1.051
Elsterblick,35,gute Lage,1.051
Elsterblick,37,gute Lage,1.051
Elsterblick,39,gute Lage,1.051
Elsterblick,41,gute Lage,1.051
Elsterblick,43,gute Lage,1.051
Elsterblick,45,gute Lage,1.051
Elsterblick,47,gute Lage,1.051
Elsterblick,49,gute Lage,1.051
Elsterblick,51,gute Lage,1.051
Rügener Straße,2,mittlere Lage,1.0
Rügener Straße,8,mittlere Lage,1.0
Rügener Straße,10,mittlere Lage,1.0
Rügener Straße,12,mittlere Lage,1.0
Usedomer Straße,1,mittlere Lage,1.0
Usedomer Straße,2,mittlere Lage,1.0
Usedomer Straße,2A,mittlere Lage,1.0
Usedomer Straße,2B,mittlere Lage,1.0
Usedomer Straße,2C,mittlere Lage,1.0
Usedomer Straße,2D,mittlere Lage,1.0
Usedomer Straße,3,mittlere Lage,1.0
Usedomer Straße,4,mittlere Lage,1.0
Usedomer Straße,4A,mittlere Lage,1.0
Usedomer Straße,4B,mittlere Lage,1.0
Usedomer Straße,4C,mittlere Lage,1.0
Usedomer Straße,4D,mittlere Lage,1.0
Usedomer Straße,5,mittlere Lage,1.0
Usedomer Straße,6,mittlere Lage,1.0
Usedomer Straße,6A,mittlere Lage,1.0
Usedomer Straße,6B,mittlere Lage,1.0
Usedomer Straße,6C,mittlere Lage,1.0
Usedomer Straße,6D,mittlere Lage,1.0
Usedomer Straße,6E,mittlere Lage,1.0
Usedomer Straße,6F,mittlere Lage,1.0
Usedomer Straße,6G,mittlere Lage,1.0
Usedomer Straße,6H,mittlere Lage,1.0
Usedomer Straße,6J,mittlere Lage,1.0
Usedomer Straße,7,mittlere Lage,1.0
Usedomer Straße,8,mittlere Lage,1.0
Usedomer Straße,9,mittlere Lage,1.0
Usedomer Straße,11,mittlere Lage,1.0
Usedomer Straße,13,mittlere Lage,1.0
Usedomer Straße,15,mittlere Lage,1.0
Usedomer Straße,17,mittlere Lage,1.0
Usedomer Straße,19,mittlere Lage,1.0
Usedomer Straße,19A,mittlere Lage,1.0
Usedomer Straße,19B,mittlere Lage,1.0
Usedomer Straße,20,mittlere Lage,1.0
Usedomer Straße,21,mittlere Lage,1.0
Fehmarner Straße,1,mittlere Lage,1.0
Fehmarner Straße,2,mittlere Lage,1.0
Fehmarner Straße,3,mittlere Lage,1.0
Fehmarner Straße,5,mittlere Lage,1.0
Fehmarner Straße,7,mittlere Lage,1.0
Fehmarner Straße,9,mittlere Lage,1.0
Fehmarner Straße,10,mittlere Lage,1.0
Fehmarner Straße,11,mittlere Lage,1.0
Fehmarner Straße,12,mittlere Lage,1.0
Fehmarner Straße,13,mittlere Lage,1.0
Fehmarner Straße,14,mittlere Lage,1.0
Fehmarner Straße,15,mittlere Lage,1.0
Fehmarner Straße,16,mittlere Lage,1.0
Fehmarner Straße,17,mittlere Lage,1.0
Fehmarner Straße,18,mittlere Lage,1.0
Fehmarner Straße,19,mittlere Lage,1.0
Fehmarner Straße,20,mittlere Lage,1.0
Fehmarner Straße,21,mittlere Lage,1.0
Fehmarner Straße,22,mittlere Lage,1.0
Fehmarner Straße,23,mittlere Lage,1.0
Fehmarner Straße,24,mittlere Lage,1.0
Fehmarner Straße,25,mittlere Lage,1.0
Heidegraben,2,einfache Lage,0.976
Heidegraben,3,einfache Lage,0.976
Heidegraben,4,einfache Lage,0.976
Heidegraben,5,einfache Lage,0.976
Heidegraben,6,einfache Lage,0.976
Heidegraben,7,einfache Lage,0.976
Heidegraben,12,einfache Lage,0.976
Heidegraben,13,einfache Lage,0.976
Heidegraben,14,einfache Lage,0.976
Heidegraben,15,einfache Lage,0.976
Heidegraben,16,einfache Lage,0.976
Heidegraben,17,einfache Lage,0.976
Heidegraben,18,einfache Lage,0.976
Heidegraben,19,einfache Lage,0.976
Heidegraben,20,einfache Lage,0.976
Heidegraben,21,einfache Lage,0.976
Heidegraben,22,einfache Lage,0.976
Heidegraben,23,einfache Lage,0.976
Heidegraben,24,einfache Lage,0.976
Heidegraben,26,einfache Lage,0.976
Heidegraben,27,einfache Lage,0.976
Heidegraben,29,einfache Lage,0.976
Heidegraben,31,einfache Lage,0.976
Heidegraben,33,einfache Lage,0.976
Heidegraben,35,einfache Lage,0.976
Heidegraben,37,einfache Lage,0.976
Heidegraben,39,einfache Lage,0.976
Heidegraben,40,einfache Lage,0.976
Heidegraben,41,einfache Lage,0.976
Heidegraben,42,einfache Lage,0.976
Heidegraben,43,einfache Lage,0.976
Heidegraben,44,einfache Lage,0.976
Heidegraben,45,einfache Lage,0.976
Heidegraben,46,einfache Lage,0.976
Heidegraben,47,einfache Lage,0.976
Salzstraße,2,einfache Lage,0.976
Salzstraße,11,einfache Lage,0.976
Salzstraße,13,einfache Lage,0.976
Am Alten Flugfeld,1,mittlere Lage,1.0
Am Alten Flugfeld,3,mittlere Lage,1.0
Am Alten Flugfeld,4,mittlere Lage,1.0
Am Alten Flugfeld,5,mittlere Lage,1.0
Am Alten Flugfeld,6,mittlere Lage,1.0
Am Alten Flugfeld,7,mittlere Lage,1.0
Am Alten Flugfeld,8,mittlere Lage,1.0
Am Alten Flugfeld,9,mittlere Lage,1.0
